Index,x_proj,y_proj,Curvature,Torsion,RootVector
0,118.77451072942242,224.93394449642696,2.8284271247461876,True,"[-2, -2, 0, 0, 0, 0, 0, 0]"
1,146.3644486577167,197.34400656813264,2.8284271247461876,True,"[-2, 0, -2, 0, 0, 0, 0, 0]"
2,182.41243975806412,182.41243975806412,2.8284271247461876,True,"[-2, 0, 0, -2, 0, 0, 0, 0]"
3,221.43050416128978,182.41243975806412,2.8284271247461876,True,"[-2, 0, 0, 0, -2, 0, 0, 0]"
4,257.47849526163714,197.34400656813264,2.8284271247461876,True,"[-2, 0, 0, 0, 0, -2, 0, 0]"
5,285.0684331899315,224.93394449642696,2.8284271247461876,True,"[-2, 0, 0, 0, 0, 0, -2, 0]"
6,300.0,260.9819355967743,2.8284271247461876,True,"[-2, 0, 0, 0, 0, 0, 0, -2]"
7,103.8429439193539,300.00000000000006,2.8284271247461876,True,"[-2, 0, 0, 0, 0, 0, 0, 2]"
8,118.77451072942239,336.0479911003474,2.8284271247461876,True,"[-2, 0, 0, 0, 0, 0, 2, 0]"
9,146.36444865771674,363.63792902864174,2.8284271247461876,True,"[-2, 0, 0, 0, 0, 2, 0, 0]"
10,182.41243975806412,378.5694958387102,2.8284271247461876,True,"[-2, 0, 0, 0, 2, 0, 0, 0]"
11,221.43050416128978,378.5694958387102,2.8284271247461876,True,"[-2, 0, 0, 2, 0, 0, 0, 0]"
12,257.4784952616372,363.6379290286417,2.8284271247461876,True,"[-2, 0, 2, 0, 0, 0, 0, 0]"
13,285.06843318993145,336.0479911003474,2.8284271247461876,True,"[-2, 2, 0, 0, 0, 0, 0, 0]"
14,300.0,43.70845522584938,2.8284271247461876,True,"[-1, -1, -1, -1, -1, -1, -1, -1]"
15,118.77451072942239,118.77451072942242,2.8284271247461876,True,"[-1, -1, -1, -1, -1, -1, 1, 1]"
16,146.3644486577167,146.36444865771674,2.8284271247461876,True,"[-1, -1, -1, -1, -1, 1, -1, 1]"
17,161.2960154677852,182.41243975806412,2.8284271247461876,True,"[-1, -1, -1, -1, -1, 1, 1, -1]"
18,182.4124397580641,161.29601546778525,2.8284271247461876,True,"[-1, -1, -1, -1, 1, -1, -1, 1]"
19,197.3440065681326,197.3440065681326,2.8284271247461876,True,"[-1, -1, -1, -1, 1, -1, 1, -1]"
20,224.93394449642693,224.93394449642693,2.8284271247461876,True,"[-1, -1, -1, -1, 1, 1, -1, -1]"
21,43.70845522584938,300.0,2.8284271247461876,True,"[-1, -1, -1, -1, 1, 1, 1, 1]"
22,221.43050416128975,161.29601546778525,2.8284271247461876,True,"[-1, -1, -1, 1, -1, -1, -1, 1]"
23,236.36207097135826,197.3440065681326,2.8284271247461876,True,"[-1, -1, -1, 1, -1, -1, 1, -1]"
24,263.9520088996526,224.93394449642693,2.8284271247461876,True,"[-1, -1, -1, 1, -1, 1, -1, -1]"
25,82.726519629075,300.0,2.8284271247461876,True,"[-1, -1, -1, 1, -1, 1, 1, 1]"
26,300.0,239.86551130649545,2.8284271247461876,True,"[-1, -1, -1, 1, 1, -1, -1, -1]"
27,118.77451072942239,314.93156681006855,2.8284271247461876,True,"[-1, -1, -1, 1, 1, -1, 1, 1]"
28,146.36444865771674,342.52150473836286,2.8284271247461876,True,"[-1, -1, -1, 1, 1, 1, -1, 1]"
29,161.29601546778522,378.56949583871017,2.8284271247461876,True,"[-1, -1, -1, 1, 1, 1, 1, -1]"
30,257.47849526163714,146.36444865771674,2.8284271247461876,True,"[-1, -1, 1, -1, -1, -1, -1, 1]"
31,272.4100620717057,182.41243975806412,2.8284271247461876,True,"[-1, -1, 1, -1, -1, -1, 1, -1]"
32,300.0,210.00237768635841,2.8284271247461876,True,"[-1, -1, 1, -1, -1, 1, -1, -1]"
33,118.77451072942242,285.0684331899315,2.8284271247461876,True,"[-1, -1, 1, -1, -1, 1, 1, 1]"
34,336.0479911003474,224.93394449642693,2.8284271247461876,True,"[-1, -1, 1, -1, 1, -1, -1, -1]"
35,154.8225018297698,300.0,2.8284271247461876,True,"[-1, -1, 1, -1, 1, -1, 1, 1]"
36,182.41243975806412,327.5899379282943,2.8284271247461876,True,"[-1, -1, 1, -1, 1, 1, -1, 1]"
37,197.34400656813264,363.6379290286417,2.8284271247461876,True,"[-1, -1, 1, -1, 1, 1, 1, -1]"
38,375.06605550357307,224.93394449642693,2.8284271247461876,True,"[-1, -1, 1, 1, -1, -1, -1, -1]"
39,193.84056623299546,300.0,2.8284271247461876,True,"[-1, -1, 1, 1, -1, -1, 1, 1]"
40,221.4305041612898,327.5899379282943,2.8284271247461876,True,"[-1, -1, 1, 1, -1, 1, -1, 1]"
41,236.36207097135832,363.6379290286417,2.8284271247461876,True,"[-1, -1, 1, 1, -1, 1, 1, -1]"
42,257.4784952616372,342.52150473836286,2.8284271247461876,True,"[-1, -1, 1, 1, 1, -1, -1, 1]"
43,272.4100620717057,378.56949583871017,2.8284271247461876,True,"[-1, -1, 1, 1, 1, -1, 1, -1]"
44,300.0,406.15943376700454,2.8284271247461876,True,"[-1, -1, 1, 1, 1, 1, -1, -1]"
45,118.77451072942242,481.22548927057755,2.8284271247461876,True,"[-1, -1, 1, 1, 1, 1, 1, 1]"
46,285.06843318993145,118.77451072942242,2.8284271247461876,True,"[-1, 1, -1, -1, -1, -1, -1, 1]"
47,299.99999999999994,154.8225018297698,2.8284271247461876,True,"[-1, 1, -1, -1, -1, -1, 1, -1]"
48,327.5899379282943,182.41243975806412,2.8284271247461876,True,"[-1, 1, -1, -1, -1, 1, -1, -1]"
49,146.3644486577167,257.4784952616372,2.8284271247461876,True,"[-1, 1, -1, -1, -1, 1, 1, 1]"
50,363.6379290286417,197.3440065681326,2.8284271247461876,True,"[-1, 1, -1, -1, 1, -1, -1, -1]"
51,182.4124397580641,272.4100620717057,2.8284271247461876,True,"[-1, 1, -1, -1, 1, -1, 1, 1]"
52,210.00237768635844,300.0,2.8284271247461876,True,"[-1, 1, -1, -1, 1, 1, -1, 1]"
53,224.93394449642693,336.04799110034736,2.8284271247461876,True,"[-1, 1, -1, -1, 1, 1, 1, -1]"
54,402.6559934318674,197.3440065681326,2.8284271247461876,True,"[-1, 1, -1, 1, -1, -1, -1, -1]"
55,221.43050416128975,272.4100620717057,2.8284271247461876,True,"[-1, 1, -1, 1, -1, -1, 1, 1]"
56,249.0204420895841,300.0,2.8284271247461876,True,"[-1, 1, -1, 1, -1, 1, -1, 1]"
57,263.9520088996526,336.04799110034736,2.8284271247461876,True,"[-1, 1, -1, 1, -1, 1, 1, -1]"
58,285.06843318993145,314.93156681006855,2.8284271247461876,True,"[-1, 1, -1, 1, 1, -1, -1, 1]"
59,300.0,350.9795579104159,2.8284271247461876,True,"[-1, 1, -1, 1, 1, -1, 1, -1]"
60,327.5899379282943,378.5694958387102,2.8284271247461876,True,"[-1, 1, -1, 1, 1, 1, -1, -1]"
61,146.3644486577167,453.6355513422833,2.8284271247461876,True,"[-1, 1, -1, 1, 1, 1, 1, 1]"
62,438.70398453221475,182.41243975806412,2.8284271247461876,True,"[-1, 1, 1, -1, -1, -1, -1, -1]"
63,257.47849526163714,257.4784952616372,2.8284271247461876,True,"[-1, 1, 1, -1, -1, -1, 1, 1]"
64,285.0684331899315,285.0684331899315,2.8284271247461876,True,"[-1, 1, 1, -1, -1, 1, -1, 1]"
65,300.0,321.11642429027887,2.8284271247461876,True,"[-1, 1, 1, -1, -1, 1, 1, -1]"
66,321.11642429027887,300.0,2.8284271247461876,True,"[-1, 1, 1, -1, 1, -1, -1, 1]"
67,336.0479911003474,336.04799110034736,2.8284271247461876,True,"[-1, 1, 1, -1, 1, -1, 1, -1]"
68,363.63792902864174,363.6379290286417,2.8284271247461876,True,"[-1, 1, 1, -1, 1, 1, -1, -1]"
69,182.41243975806412,438.70398453221475,2.8284271247461876,True,"[-1, 1, 1, -1, 1, 1, 1, 1]"
70,360.1344886935045,300.0,2.8284271247461876,True,"[-1, 1, 1, 1, -1, -1, -1, 1]"
71,375.06605550357307,336.04799110034736,2.8284271247461876,True,"[-1, 1, 1, 1, -1, -1, 1, -1]"
72,402.6559934318674,363.6379290286417,2.8284271247461876,True,"[-1, 1, 1, 1, -1, 1, -1, -1]"
73,221.43050416128978,438.70398453221475,2.8284271247461876,True,"[-1, 1, 1, 1, -1, 1, 1, 1]"
74,438.7039845322148,378.56949583871017,2.8284271247461876,True,"[-1, 1, 1, 1, 1, -1, -1, -1]"
75,257.4784952616372,453.6355513422833,2.8284271247461876,True,"[-1, 1, 1, 1, 1, -1, 1, 1]"
76,285.0684331899315,481.22548927057755,2.8284271247461876,True,"[-1, 1, 1, 1, 1, 1, -1, 1]"
77,300.0,517.273480370925,2.8284271247461876,True,"[-1, 1, 1, 1, 1, 1, 1, -1]"
78,161.29601546778522,161.29601546778525,2.8284271247461876,True,"[0, -2, -2, 0, 0, 0, 0, 0]"
79,197.3440065681326,146.36444865771674,2.8284271247461876,True,"[0, -2, 0, -2, 0, 0, 0, 0]"
80,236.3620709713583,146.36444865771674,2.8284271247461876,True,"[0, -2, 0, 0, -2, 0, 0, 0]"
81,272.4100620717057,161.29601546778525,2.8284271247461876,True,"[0, -2, 0, 0, 0, -2, 0, 0]"
82,300.0,188.88595339607957,2.8284271247461876,True,"[0, -2, 0, 0, 0, 0, -2, 0]"
83,314.93156681006855,224.93394449642693,2.8284271247461876,True,"[0, -2, 0, 0, 0, 0, 0, -2]"
84,118.77451072942242,263.95200889965264,2.8284271247461876,True,"[0, -2, 0, 0, 0, 0, 0, 2]"
85,133.70607753949093,300.0,2.8284271247461876,True,"[0, -2, 0, 0, 0, 0, 2, 0]"
86,161.29601546778525,327.5899379282943,2.8284271247461876,True,"[0, -2, 0, 0, 0, 2, 0, 0]"
87,197.34400656813264,342.5215047383628,2.8284271247461876,True,"[0, -2, 0, 0, 2, 0, 0, 0]"
88,236.36207097135832,342.5215047383628,2.8284271247461876,True,"[0, -2, 0, 2, 0, 0, 0, 0]"
89,272.4100620717057,327.5899379282943,2.8284271247461876,True,"[0, -2, 2, 0, 0, 0, 0, 0]"
90,224.93394449642693,118.77451072942242,2.8284271247461876,True,"[0, 0, -2, -2, 0, 0, 0, 0]"
91,263.9520088996526,118.77451072942242,2.8284271247461876,True,"[0, 0, -2, 0, -2, 0, 0, 0]"
92,299.99999999999994,133.70607753949093,2.8284271247461876,True,"[0, 0, -2, 0, 0, -2, 0, 0]"
93,327.5899379282943,161.29601546778525,2.8284271247461876,True,"[0, 0, -2, 0, 0, 0, -2, 0]"
94,342.5215047383628,197.3440065681326,2.8284271247461876,True,"[0, 0, -2, 0, 0, 0, 0, -2]"
95,146.3644486577167,236.36207097135835,2.8284271247461876,True,"[0, 0, -2, 0, 0, 0, 0, 2]"
96,161.2960154677852,272.4100620717057,2.8284271247461876,True,"[0, 0, -2, 0, 0, 0, 2, 0]"
97,188.88595339607957,300.0,2.8284271247461876,True,"[0, 0, -2, 0, 0, 2, 0, 0]"
98,224.93394449642693,314.93156681006855,2.8284271247461876,True,"[0, 0, -2, 0, 2, 0, 0, 0]"
99,263.9520088996526,314.93156681006855,2.8284271247461876,True,"[0, 0, -2, 2, 0, 0, 0, 0]"
100,300.0,103.8429439193539,2.8284271247461876,True,"[0, 0, 0, -2, -2, 0, 0, 0]"
101,336.04799110034736,118.77451072942242,2.8284271247461876,True,"[0, 0, 0, -2, 0, -2, 0, 0]"
102,363.63792902864174,146.36444865771674,2.8284271247461876,True,"[0, 0, 0, -2, 0, 0, -2, 0]"
103,378.5694958387102,182.4124397580641,2.8284271247461876,True,"[0, 0, 0, -2, 0, 0, 0, -2]"
104,182.41243975806412,221.43050416128983,2.8284271247461876,True,"[0, 0, 0, -2, 0, 0, 0, 2]"
105,197.3440065681326,257.4784952616372,2.8284271247461876,True,"[0, 0, 0, -2, 0, 0, 2, 0]"
106,224.93394449642696,285.0684331899315,2.8284271247461876,True,"[0, 0, 0, -2, 0, 2, 0, 0]"
107,260.98193559677435,300.0,2.8284271247461876,True,"[0, 0, 0, -2, 2, 0, 0, 0]"
108,375.066055503573,118.77451072942242,2.8284271247461876,True,"[0, 0, 0, 0, -2, -2, 0, 0]"
109,402.6559934318674,146.36444865771674,2.8284271247461876,True,"[0, 0, 0, 0, -2, 0, -2, 0]"
110,417.5875602419359,182.4124397580641,2.8284271247461876,True,"[0, 0, 0, 0, -2, 0, 0, -2]"
111,221.43050416128978,221.43050416128983,2.8284271247461876,True,"[0, 0, 0, 0, -2, 0, 0, 2]"
112,236.36207097135826,257.4784952616372,2.8284271247461876,True,"[0, 0, 0, 0, -2, 0, 2, 0]"
113,263.9520088996526,285.0684331899315,2.8284271247461876,True,"[0, 0, 0, 0, -2, 2, 0, 0]"
114,438.70398453221475,161.29601546778525,2.8284271247461876,True,"[0, 0, 0, 0, 0, -2, -2, 0]"
115,453.6355513422833,197.3440065681326,2.8284271247461876,True,"[0, 0, 0, 0, 0, -2, 0, -2]"
116,257.47849526163714,236.36207097135832,2.8284271247461876,True,"[0, 0, 0, 0, 0, -2, 0, 2]"
117,272.4100620717057,272.4100620717057,2.8284271247461876,True,"[0, 0, 0, 0, 0, -2, 2, 0]"
118,481.2254892705776,224.93394449642693,2.8284271247461876,True,"[0, 0, 0, 0, 0, 0, -2, -2]"
119,285.0684331899315,263.95200889965264,2.8284271247461876,True,"[0, 0, 0, 0, 0, 0, -2, 2]"
120,314.9315668100685,336.04799110034736,2.8284271247461876,True,"[0, 0, 0, 0, 0, 0, 2, -2]"
121,118.77451072942239,375.06605550357307,2.8284271247461876,True,"[0, 0, 0, 0, 0, 0, 2, 2]"
122,327.5899379282943,327.5899379282943,2.8284271247461876,True,"[0, 0, 0, 0, 0, 2, -2, 0]"
123,342.52150473836286,363.6379290286417,2.8284271247461876,True,"[0, 0, 0, 0, 0, 2, 0, -2]"
124,146.36444865771674,402.6559934318674,2.8284271247461876,True,"[0, 0, 0, 0, 0, 2, 0, 2]"
125,161.29601546778525,438.70398453221475,2.8284271247461876,True,"[0, 0, 0, 0, 0, 2, 2, 0]"
126,336.0479911003474,314.9315668100685,2.8284271247461876,True,"[0, 0, 0, 0, 2, -2, 0, 0]"
127,363.63792902864174,342.5215047383628,2.8284271247461876,True,"[0, 0, 0, 0, 2, 0, -2, 0]"
128,378.5694958387102,378.56949583871017,2.8284271247461876,True,"[0, 0, 0, 0, 2, 0, 0, -2]"
129,182.41243975806412,417.5875602419359,2.8284271247461876,True,"[0, 0, 0, 0, 2, 0, 0, 2]"
130,197.3440065681326,453.6355513422833,2.8284271247461876,True,"[0, 0, 0, 0, 2, 0, 2, 0]"
131,224.933944496427,481.22548927057755,2.8284271247461876,True,"[0, 0, 0, 0, 2, 2, 0, 0]"
132,339.01806440322565,300.0,2.8284271247461876,True,"[0, 0, 0, 2, -2, 0, 0, 0]"
133,375.066055503573,314.9315668100685,2.8284271247461876,True,"[0, 0, 0, 2, 0, -2, 0, 0]"
134,402.6559934318674,342.5215047383628,2.8284271247461876,True,"[0, 0, 0, 2, 0, 0, -2, 0]"
135,417.5875602419359,378.56949583871017,2.8284271247461876,True,"[0, 0, 0, 2, 0, 0, 0, -2]"
136,221.43050416128978,417.5875602419359,2.8284271247461876,True,"[0, 0, 0, 2, 0, 0, 0, 2]"
137,236.3620709713583,453.6355513422833,2.8284271247461876,True,"[0, 0, 0, 2, 0, 0, 2, 0]"
138,263.95200889965264,481.22548927057755,2.8284271247461876,True,"[0, 0, 0, 2, 0, 2, 0, 0]"
139,300.0,496.1570560806461,2.8284271247461876,True,"[0, 0, 0, 2, 2, 0, 0, 0]"
140,336.0479911003474,285.06843318993145,2.8284271247461876,True,"[0, 0, 2, -2, 0, 0, 0, 0]"
141,375.06605550357307,285.06843318993145,2.8284271247461876,True,"[0, 0, 2, 0, -2, 0, 0, 0]"
142,411.11404660392043,300.0,2.8284271247461876,True,"[0, 0, 2, 0, 0, -2, 0, 0]"
143,438.7039845322148,327.5899379282943,2.8284271247461876,True,"[0, 0, 2, 0, 0, 0, -2, 0]"
144,453.6355513422833,363.6379290286417,2.8284271247461876,True,"[0, 0, 2, 0, 0, 0, 0, -2]"
145,257.4784952616372,402.6559934318674,2.8284271247461876,True,"[0, 0, 2, 0, 0, 0, 0, 2]"
146,272.4100620717057,438.70398453221475,2.8284271247461876,True,"[0, 0, 2, 0, 0, 0, 2, 0]"
147,300.00000000000006,466.29392246050907,2.8284271247461876,True,"[0, 0, 2, 0, 0, 2, 0, 0]"
148,336.0479911003474,481.22548927057755,2.8284271247461876,True,"[0, 0, 2, 0, 2, 0, 0, 0]"
149,375.06605550357307,481.22548927057755,2.8284271247461876,True,"[0, 0, 2, 2, 0, 0, 0, 0]"
150,327.5899379282943,272.4100620717057,2.8284271247461876,True,"[0, 2, -2, 0, 0, 0, 0, 0]"
151,363.6379290286417,257.4784952616372,2.8284271247461876,True,"[0, 2, 0, -2, 0, 0, 0, 0]"
152,402.6559934318674,257.4784952616372,2.8284271247461876,True,"[0, 2, 0, 0, -2, 0, 0, 0]"
153,438.70398453221475,272.4100620717057,2.8284271247461876,True,"[0, 2, 0, 0, 0, -2, 0, 0]"
154,466.29392246050907,300.0,2.8284271247461876,True,"[0, 2, 0, 0, 0, 0, -2, 0]"
155,481.22548927057755,336.04799110034736,2.8284271247461876,True,"[0, 2, 0, 0, 0, 0, 0, -2]"
156,285.06843318993145,375.06605550357307,2.8284271247461876,True,"[0, 2, 0, 0, 0, 0, 0, 2]"
157,300.0,411.11404660392043,2.8284271247461876,True,"[0, 2, 0, 0, 0, 0, 2, 0]"
158,327.5899379282943,438.70398453221475,2.8284271247461876,True,"[0, 2, 0, 0, 0, 2, 0, 0]"
159,363.63792902864174,453.6355513422833,2.8284271247461876,True,"[0, 2, 0, 0, 2, 0, 0, 0]"
160,402.6559934318674,453.6355513422833,2.8284271247461876,True,"[0, 2, 0, 2, 0, 0, 0, 0]"
161,438.7039845322148,438.70398453221475,2.8284271247461876,True,"[0, 2, 2, 0, 0, 0, 0, 0]"
162,300.0,82.72651962907506,2.8284271247461876,True,"[1, -1, -1, -1, -1, -1, -1, 1]"
163,314.9315668100685,118.77451072942242,2.8284271247461876,True,"[1, -1, -1, -1, -1, -1, 1, -1]"
164,342.5215047383628,146.36444865771674,2.8284271247461876,True,"[1, -1, -1, -1, -1, 1, -1, -1]"
165,161.29601546778522,221.4305041612898,2.8284271247461876,True,"[1, -1, -1, -1, -1, 1, 1, 1]"
166,378.5694958387102,161.29601546778525,2.8284271247461876,True,"[1, -1, -1, -1, 1, -1, -1, -1]"
167,197.3440065681326,236.36207097135832,2.8284271247461876,True,"[1, -1, -1, -1, 1, -1, 1, 1]"
168,224.93394449642693,263.95200889965264,2.8284271247461876,True,"[1, -1, -1, -1, 1, 1, -1, 1]"
169,239.86551130649545,300.0,2.8284271247461876,True,"[1, -1, -1, -1, 1, 1, 1, -1]"
170,417.5875602419359,161.29601546778525,2.8284271247461876,True,"[1, -1, -1, 1, -1, -1, -1, -1]"
171,236.36207097135826,236.36207097135832,2.8284271247461876,True,"[1, -1, -1, 1, -1, -1, 1, 1]"
172,263.9520088996526,263.95200889965264,2.8284271247461876,True,"[1, -1, -1, 1, -1, 1, -1, 1]"
173,278.88357570972113,300.0,2.8284271247461876,True,"[1, -1, -1, 1, -1, 1, 1, -1]"
174,300.0,278.88357570972113,2.8284271247461876,True,"[1, -1, -1, 1, 1, -1, -1, 1]"
175,314.9315668100685,314.9315668100685,2.8284271247461876,True,"[1, -1, -1, 1, 1, -1, 1, -1]"
176,342.52150473836286,342.5215047383628,2.8284271247461876,True,"[1, -1, -1, 1, 1, 1, -1, -1]"
177,161.29601546778525,417.5875602419359,2.8284271247461876,True,"[1, -1, -1, 1, 1, 1, 1, 1]"
178,453.6355513422833,146.36444865771674,2.8284271247461876,True,"[1, -1, 1, -1, -1, -1, -1, -1]"
179,272.4100620717057,221.43050416128978,2.8284271247461876,True,"[1, -1, 1, -1, -1, -1, 1, 1]"
180,300.0,249.02044208958412,2.8284271247461876,True,"[1, -1, 1, -1, -1, 1, -1, 1]"
181,314.93156681006855,285.06843318993145,2.8284271247461876,True,"[1, -1, 1, -1, -1, 1, 1, -1]"
182,336.0479911003474,263.95200889965264,2.8284271247461876,True,"[1, -1, 1, -1, 1, -1, -1, 1]"
183,350.9795579104159,300.0,2.8284271247461876,True,"[1, -1, 1, -1, 1, -1, 1, -1]"
184,378.5694958387103,327.5899379282943,2.8284271247461876,True,"[1, -1, 1, -1, 1, 1, -1, -1]"
185,197.34400656813264,402.6559934318674,2.8284271247461876,True,"[1, -1, 1, -1, 1, 1, 1, 1]"
186,375.06605550357307,263.95200889965264,2.8284271247461876,True,"[1, -1, 1, 1, -1, -1, -1, 1]"
187,389.99762231364156,300.0,2.8284271247461876,True,"[1, -1, 1, 1, -1, -1, 1, -1]"
188,417.5875602419359,327.5899379282943,2.8284271247461876,True,"[1, -1, 1, 1, -1, 1, -1, -1]"
189,236.36207097135832,402.6559934318674,2.8284271247461876,True,"[1, -1, 1, 1, -1, 1, 1, 1]"
190,453.6355513422833,342.5215047383628,2.8284271247461876,True,"[1, -1, 1, 1, 1, -1, -1, -1]"
191,272.4100620717057,417.5875602419359,2.8284271247461876,True,"[1, -1, 1, 1, 1, -1, 1, 1]"
192,300.00000000000006,445.1774981702302,2.8284271247461876,True,"[1, -1, 1, 1, 1, 1, -1, 1]"
193,314.93156681006855,481.22548927057755,2.8284271247461876,True,"[1, -1, 1, 1, 1, 1, 1, -1]"
194,481.22548927057755,118.77451072942242,2.8284271247461876,True,"[1, 1, -1, -1, -1, -1, -1, -1]"
195,300.0,193.84056623299549,2.8284271247461876,True,"[1, 1, -1, -1, -1, -1, 1, 1]"
196,327.5899379282943,221.4305041612898,2.8284271247461876,True,"[1, 1, -1, -1, -1, 1, -1, 1]"
197,342.5215047383628,257.47849526163714,2.8284271247461876,True,"[1, 1, -1, -1, -1, 1, 1, -1]"
198,363.6379290286417,236.36207097135832,2.8284271247461876,True,"[1, 1, -1, -1, 1, -1, -1, 1]"
199,378.56949583871017,272.4100620717057,2.8284271247461876,True,"[1, 1, -1, -1, 1, -1, 1, -1]"
200,406.15943376700454,300.0,2.8284271247461876,True,"[1, 1, -1, -1, 1, 1, -1, -1]"
201,224.93394449642693,375.06605550357307,2.8284271247461876,True,"[1, 1, -1, -1, 1, 1, 1, 1]"
202,402.6559934318674,236.36207097135832,2.8284271247461876,True,"[1, 1, -1, 1, -1, -1, -1, 1]"
203,417.5875602419359,272.4100620717057,2.8284271247461876,True,"[1, 1, -1, 1, -1, -1, 1, -1]"
204,445.1774981702302,300.0,2.8284271247461876,True,"[1, 1, -1, 1, -1, 1, -1, -1]"
205,263.9520088996526,375.06605550357307,2.8284271247461876,True,"[1, 1, -1, 1, -1, 1, 1, 1]"
206,481.22548927057755,314.9315668100685,2.8284271247461876,True,"[1, 1, -1, 1, 1, -1, -1, -1]"
207,300.0,389.9976223136416,2.8284271247461876,True,"[1, 1, -1, 1, 1, -1, 1, 1]"
208,327.5899379282943,417.5875602419359,2.8284271247461876,True,"[1, 1, -1, 1, 1, 1, -1, 1]"
209,342.52150473836286,453.6355513422833,2.8284271247461876,True,"[1, 1, -1, 1, 1, 1, 1, -1]"
210,438.7039845322148,221.4305041612898,2.8284271247461876,True,"[1, 1, 1, -1, -1, -1, -1, 1]"
211,453.6355513422833,257.47849526163714,2.8284271247461876,True,"[1, 1, 1, -1, -1, -1, 1, -1]"
212,481.2254892705776,285.06843318993145,2.8284271247461876,True,"[1, 1, 1, -1, -1, 1, -1, -1]"
213,300.0,360.1344886935045,2.8284271247461876,True,"[1, 1, 1, -1, -1, 1, 1, 1]"
214,517.273480370925,300.0,2.8284271247461876,True,"[1, 1, 1, -1, 1, -1, -1, -1]"
215,336.0479911003474,375.06605550357307,2.8284271247461876,True,"[1, 1, 1, -1, 1, -1, 1, 1]"
216,363.63792902864174,402.6559934318674,2.8284271247461876,True,"[1, 1, 1, -1, 1, 1, -1, 1]"
217,378.5694958387103,438.70398453221475,2.8284271247461876,True,"[1, 1, 1, -1, 1, 1, 1, -1]"
218,556.2915447741507,300.0,2.8284271247461876,True,"[1, 1, 1, 1, -1, -1, -1, -1]"
219,375.06605550357307,375.06605550357307,2.8284271247461876,True,"[1, 1, 1, 1, -1, -1, 1, 1]"
220,402.6559934318674,402.6559934318674,2.8284271247461876,True,"[1, 1, 1, 1, -1, 1, -1, 1]"
221,417.5875602419359,438.70398453221475,2.8284271247461876,True,"[1, 1, 1, 1, -1, 1, 1, -1]"
222,438.7039845322148,417.5875602419359,2.8284271247461876,True,"[1, 1, 1, 1, 1, -1, -1, 1]"
223,453.6355513422833,453.6355513422833,2.8284271247461876,True,"[1, 1, 1, 1, 1, -1, 1, -1]"
224,481.2254892705776,481.22548927057755,2.8284271247461876,True,"[1, 1, 1, 1, 1, 1, -1, -1]"
225,300.0,556.2915447741507,2.8284271247461876,True,"[1, 1, 1, 1, 1, 1, 1, 1]"
226,314.93156681006855,263.9520088996526,2.8284271247461876,True,"[2, -2, 0, 0, 0, 0, 0, 0]"
227,342.5215047383628,236.36207097135832,2.8284271247461876,True,"[2, 0, -2, 0, 0, 0, 0, 0]"
228,378.5694958387102,221.43050416128978,2.8284271247461876,True,"[2, 0, 0, -2, 0, 0, 0, 0]"
229,417.5875602419359,221.43050416128978,2.8284271247461876,True,"[2, 0, 0, 0, -2, 0, 0, 0]"
230,453.6355513422833,236.3620709713583,2.8284271247461876,True,"[2, 0, 0, 0, 0, -2, 0, 0]"
231,481.2254892705776,263.9520088996526,2.8284271247461876,True,"[2, 0, 0, 0, 0, 0, -2, 0]"
232,496.1570560806461,299.99999999999994,2.8284271247461876,True,"[2, 0, 0, 0, 0, 0, 0, -2]"
233,300.0,339.0180644032257,2.8284271247461876,True,"[2, 0, 0, 0, 0, 0, 0, 2]"
234,314.9315668100685,375.066055503573,2.8284271247461876,True,"[2, 0, 0, 0, 0, 0, 2, 0]"
235,342.52150473836286,402.6559934318674,2.8284271247461876,True,"[2, 0, 0, 0, 0, 2, 0, 0]"
236,378.5694958387102,417.5875602419359,2.8284271247461876,True,"[2, 0, 0, 0, 2, 0, 0, 0]"
237,417.5875602419359,417.5875602419359,2.8284271247461876,True,"[2, 0, 0, 2, 0, 0, 0, 0]"
238,453.6355513422833,402.6559934318674,2.8284271247461876,True,"[2, 0, 2, 0, 0, 0, 0, 0]"
239,481.22548927057755,375.066055503573,2.8284271247461876,True,"[2, 2, 0, 0, 0, 0, 0, 0]"
